Feature ID	Taxon
AY714817.10979.12458	d__Archaea; p__Halobacterota; c__ANME-1; o__ANME-1a; f__ANME-1a; g__ANME-1a; s__uncultured_archaeon
KU240049.1.1441	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Alcaligenaceae; g__Achromobacter; s__Achromobacter_marplatensis
JN128257.1.1440	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Halomonadaceae; g__Cobetia; s__Cobetia_marina
KJ400954.543.2321	d__Eukaryota; p__Phragmoplastophyta; c__Embryophyta; o__Liliopsida; f__Alismatales; g__Wolffia; s__Wolffia_globosa
AH004174.1.1440	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Ralstonia; s__Burkholderia_mallei
M55286.1.1829	d__Eukaryota; p__Ochrophyta; c__Xanthophyceae; o__Tribonematales; f__Tribonematales; g__Tribonema; s__Tribonema_aequale
MG840395.1.1379	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Blattabacteriaceae; g__Candidatus_Sulcia; s__uncultured_Candidatus
JN120803.1.1473	d__Archaea; p__Halobacterota; c__Halobacteria; o__Halobacterales; f__Halomicrobiaceae; g__Halomicrobium; s__Halomicrobium_katesii
HL496341.2.1713	d__Eukaryota; p__Labyrinthulomycetes; c__Labyrinthulomycetes; o__Labyrinthulomycetes; f__Thraustochytriaceae; g__uncultured; s__unidentified
AB001446.1.1538	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__Pseudomonas_amygdali
JN188424.1.1459	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Vibrionaceae; g__Vibrio; s__Vibrio_natriegens
KM209255.204.1909	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Pectobacteriaceae; g__Dickeya; s__Dickeya_phage
JN210898.1.1382	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae; g__Aliihoeflea; s__Aliihoeflea_sp.
JN378750.1.1517	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__Pseudomonas_stutzeri
JN082751.1.1458	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Luteimonas; s__Luteimonas_sp.
AB006770.1.1456	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Halomonadaceae; g__Marinospirillum; s__Marinospirillum_megaterium
JQ821518.1.1769	d__Eukaryota; p__Annelida; c__Clitellata; o__Branchiobdellida; f__Branchiobdellida; g__Branchiobdellida; s__Bdellodrilus_illuminatus
AB003168.1.1438	d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Phormidesmiales; f__Nodosilineaceae; g__Nodosilinea_PCC-7104; s__Jaaginema_neglectum
MG829858.1.1311	d__Bacteria; p__Firmicutes; c__Clostridia; o__Proteinivoracales; f__uncultured; g__uncultured; s__uncultured_Anaerobranca
AF550591.1.1468	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Marinifilaceae; g__Marinifilum; s__Bacteroidetes_bacterium
JN378523.1.1418	d__Bacteria; p__Firmicutes; c__Bacilli; o__Brevibacillales; f__Brevibacillaceae; g__Brevibacillus; s__Brevibacillus_sp.
AF550659.1.1604	d__Bacteria; p__Campylobacterota; c__Campylobacteria; o__Campylobacterales; f__Campylobacteraceae; g__Campylobacter; s__Campylobacter_rectus
JN408756.1.1462	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Streptomycetales; f__Streptomycetaceae; g__Streptomyces; s__Streptomyces_sp.
AF532769.1.1502	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Beggiatoales; f__Beggiatoaceae; g__Candidatus_Isobeggiatoa; s__Candidatus_Isobeggiatoa
HG780358.1.1220	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__Mesonia; s__Salegentibacter_sp.
GQ387490.12947.14448	d__Bacteria; p__Actinobacteriota; c__Acidimicrobiia; o__Microtrichales; f__Ilumatobacteraceae; g__CL500-29_marine_group; s__uncultured_actinobacterium
AC268955.63329.64915	d__Eukaryota; p__Phragmoplastophyta; c__Embryophyta; o__Liliopsida; f__Poales; g__Hordeum; s__Hordeum_vulgare
KJ398164.25049.26441	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Mitochondria; g__Mitochondria; s__Sebdenia_flabellata
JN377809.1.1504	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micrococcales; f__Microbacteriaceae; g__Pseudoclavibacter; s__Pseudoclavibacter_faecalis
JN162428.1.1420	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus; s__Bacillus_cereus
JQ861976.1.1667	d__Eukaryota; p__Apicomplexa; c__Aconoidasida; o__Piroplasmorida; f__Piroplasmorida; g__Theileria; s__Theileria_sp.
KY628811.1.1259	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Propionibacteriales; f__Propionibacteriaceae; g__Propionicicella; s__Propionicimonas_sp.
JN182689.1.1509	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Psychrobacter; s__Psychrobacter_sp.
KJ447125.1.1724	d__Eukaryota; p__Dinoflagellata; c__Dinophyceae; o__Gonyaulacales; f__Gonyaulacales; g__Gambierdiscus; s__Gambierdiscus_sp.
JN392415.1.1440	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Streptomycetales; f__Streptomycetaceae; g__Streptomyces; s__Streptomyces_sp.
JN381009.1.1363	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales; f__Legionellaceae; g__Legionella; s__Legionella_sp.
JN195807.1.1446	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__Pseudomonas_sp.
JN411417.1.1381	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus; s__Bacillus_thuringiensis
KY643793.1.1371	d__Bacteria; p__Fibrobacterota; c__Fibrobacteria; o__Fibrobacterales; f__Fibrobacteraceae; g__Fibrobacter; s__Fibrobacter_sp.
KY947154.1.2066	d__Eukaryota; p__Euglenozoa; c__Diplonemea; o__Diplonemea; f__Diplonemea; g__SCM38C39_marine_group; s__Diplonemida_sp.
JN216860.1.1471	d__Archaea; p__Halobacterota; c__Halobacteria; o__Halobacterales; f__Haloferacaceae; g__Halorubrum; s__Halorubrum_sp.
KJ201907.99785.101255	d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Chloroplast; f__Chloroplast; g__Chloroplast; s__Chrysochromulina_sp.
JN210902.1.1428	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micrococcales; f__Micrococcaceae; g__Pseudarthrobacter; s__Arthrobacter_sp.
JN244975.1.1447	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Enterobacteriaceae; g__Enterobacter; s__Enterobacter_hormaechei
KY630731.1.1420	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Streptomycetales; f__Streptomycetaceae; g__Streptomyces; s__Streptomyces_cyaneofuscatus
AF539787.1.1490	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Shewanellaceae; g__Shewanella; s__Alteromonadaceae_bacterium
JN180226.1.1457	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Streptomycetales; f__Streptomycetaceae; g__Streptomyces; s__Streptomyces_fragilis
JN390675.1.1303	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae; g__Noviherbaspirillum; s__Noviherbaspirillum_psychrotolerans
JN392789.1.1392	d__Bacteria; p__Firmicutes; c__Bacilli; o__Staphylococcales; f__Staphylococcaceae; g__Staphylococcus; s__Staphylococcaceae_bacterium
HG764746.1.1419	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__Pseudomonas_granadensis
AB004753.1.1449	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Enterobacteriaceae; g__Klebsiella; s__Klebsiella_pneumoniae
HL281973.2.1492	d__Bacteria; p__Campylobacterota; c__Campylobacteria; o__Campylobacterales; f__Campylobacteraceae; g__Campylobacter; s__unidentified
JN188401.1.1461	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Vibrionaceae; g__Vibrio; s__Vibrio_alginolyticus
JN201954.1.1403	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Streptomycetales; f__Streptomycetaceae; g__Streptomyces; s__Streptomyces_lavendulae
JN378519.1.1400	d__Bacteria; p__Firmicutes; c__Bacilli; o__Brevibacillales; f__Brevibacillaceae; g__Brevibacillus; s__Brevibacillus_sp.
AY955003.1.1727	d__Eukaryota; p__Chlorophyta; c__Mamiellophyceae; o__Mamiellales; f__Mamiellales; g__Micromonas; s__Micromonas_pusilla
JN411405.1.1300	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus; s__Bacillus_cereus
KY649394.1.1441	d__Bacteria; p__Firmicutes; c__Bacilli; o__Paenibacillales; f__Paenibacillaceae; g__Paenibacillus; s__Paenibacillus_catalpae
AY952406.1.1678	d__Eukaryota; p__Phragmoplastophyta; c__Embryophyta; o__Liliopsida; f__Alismatales; g__Blyxa; s__Blyxa_japonica
JN411281.1.1358	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus; s__Bacillus_sp.
HG529996.1.1397	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Rhodovulum; s__Rhodovulum_sp.
HG780359.1.1278	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Halomonadaceae; g__Halomonas; s__Halomonas_venusta
KY630639.1.1202	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__Pseudomonas_sp.
JN204478.1.1479	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Morganellaceae; g__Arsenophonus; s__Arsenophonus_endosymbiont
HL281554.1.1313	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Actinomycetales; f__Actinomycetaceae; g__F0332; s__unidentified
LC011456.1.2017	d__Eukaryota; p__Cnidaria; c__Myxozoa; o__Bivalvulida; f__Bivalvulida; g__Bivalvulida; s__Henneguya_doneci
HG780364.1.1252	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Pseudooceanicola; s__Pseudooceanicola_marinus
AB004876.1.1472	d__Archaea; p__Halobacterota; c__Halobacteria; o__Halobacterales; f__Halococcaceae; g__Halococcus; s__Halococcus_saccharolyticus
GU319845.1.1736	d__Eukaryota; p__Bangiales; c__Bangiales; o__Bangiales; f__Porphyra-Pyropia; g__Porphyra-Pyropia; s__Pyropia_kurogii
JN085510.1.1364	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae; g__Mesorhizobium; s__Mesorhizobium_sp.
JN049482.1.1452	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Pseudonocardiales; f__Pseudonocardiaceae; g__Pseudonocardia; s__actinobacterium_ZXY033
KY646021.1.1525	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus; s__Bacillus_pumilus
AB000912.1.1786	d__Eukaryota; p__Apicomplexa; c__Conoidasida; o__Coccidia; f__Eimeriorina; g__Margolisiella; s__Tridacna_hemolymph
AB002485.1.1506	d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__Streptococcus_dysgalactiae
HG764424.1.1392	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Kiloniellales; f__Fodinicurvataceae; g__Fodinicurvata; s__Fodinicurvata_halophila
JN204497.1.1442	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Candidatus_Hemipteriphilus; s__Rickettsia_endosymbiont
KY630640.1.1201	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__Pseudomonas_sp.
HG531387.1.1446	d__Bacteria; p__Spirochaetota; c__Spirochaetia; o__Spirochaetales; f__Spirochaetaceae; g__Alkalispirochaeta; s__Alkalispirochaeta_cellulosivorans
JN216859.1.1430	d__Archaea; p__Halobacterota; c__Halobacteria; o__Halobacterales; f__Halomicrobiaceae; g__Haloarcula; s__Halorubrum_sp.
AF550656.1.1417	d__Bacteria; p__Campylobacterota; c__Campylobacteria; o__Campylobacterales; f__Campylobacteraceae; g__Campylobacter; s__Campylobacter_gracilis
KY905095.1.1653	d__Eukaryota; p__Cercozoa; c__Thecofilosea; o__Cryomonadida; f__Rhizaspididae; g__Rhogostoma; s__Rhogostoma_epiphylla
AB013013.1.1781	d__Eukaryota; p__Tunicata; c__Thaliacea; o__Doliolida; f__Doliolida; g__Doliolida; s__Doliolum_nationalis
AB006158.1.1471	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Streptosporangiales; f__Streptosporangiaceae; g__Nonomuraea; s__Cathayosporangium_alboflavum
AB002652.1.1437	d__Bacteria; p__Firmicutes; c__Bacilli; o__Thermoactinomycetales; f__Thermoactinomycetaceae; g__Polycladomyces; s__low_GC
JN188409.1.1463	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Vibrionaceae; g__Vibrio; s__Vibrio_alginolyticus
JN315669.1.1409	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Chromobacteriaceae; g__Vogesella; s__Vogesella_fluminis
JN135237.1.1463	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus; s__Bacillus_aryabhattai
AY958086.93078.94568	d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Chloroplast; f__Chloroplast; g__Chloroplast; s__Zygnema_circumcarinatum
AY929345.1.1785	d__Eukaryota; p__Phragmoplastophyta; c__Embryophyta; o__Oxalidales; f__Oxalidales; g__Hua; s__Hua_gabonii
HL282483.1.1513	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Pasteurellaceae; g__Rodentibacter; s__unidentified
KY628931.1.1380	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Geobacillus; s__Geobacillus_sp.
HG780360.1.1270	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Marinobacteraceae; g__Marinobacter; s__Marinobacter_hydrocarbonoclasticus
CP001575.879466.881236	d__Eukaryota; p__Chlorophyta; c__Mamiellophyceae; o__Mamiellales; f__Mamiellales; g__Micromonas; s__Micromonas_commoda
AF549389.1.1348	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Pasteurellaceae; g__Histophilus; s__Histophilus_somni
JN226392.1.1418	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__Sphingobacterium; s__Sphingobacterium_sp.
JN105296.1.1449	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus; s__Bacillus_sp.
KR709240.43040.44523	d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Chloroplast; f__Chloroplast; g__Chloroplast; s__Pseudo-nitzschia_multiseries
AF524862.1.1357	d__Bacteria; p__Chloroflexi; c__Anaerolineae; o__Anaerolineales; f__Anaerolineaceae; g__Leptolinea; s__bacterium_K-5b9
JN175333.1.1525	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Enterobacteriaceae; g__Shimwellia; s__Shimwellia_blattae
JQ798576.1.1710	d__Eukaryota; p__Gastrotricha; c__Gastrotricha; o__Chaetonotida; f__Chaetonotida; g__Chaetonotida; s__Chaetonotus_cf.
KU236369.1.1443	d__Bacteria; p__Deinococcota; c__Deinococci; o__Deinococcales; f__Deinococcaceae; g__Deinococcus; s__Deinococcus_soli
JN408751.1.1456	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micromonosporales; f__Micromonosporaceae; g__Micromonospora; s__Micromonospora_sp.
KJ463440.1.1499	d__Eukaryota; p__Diatomea; c__Bacillariophyceae; o__Bacillariophyceae; f__Bacillariophyceae; g__Amphora; s__Amphora_securicula
L11717.1.1917	d__Eukaryota; p__Apicomplexa; c__Aconoidasida; o__Haemosporoidia; f__Haemosporoidia; g__Plasmodium; s__unidentified_Haemosporida
AF536385.1.1345	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__Mesonia; s__Mesonia_algae
JN195783.1.1452	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus; s__Bacillus_algicola
JN387602.1.1421	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Streptomycetales; f__Streptomycetaceae; g__Streptomyces; s__Streptomyces_sp.
LC052377.1.1800	d__Eukaryota; p__Nematozoa; c__Enoplea; o__Dorylaimia; f__Trichocephalida; g__Trichocephalida; s__Aonchotheca_riukiuensis
JQ798554.1.1732	d__Eukaryota; p__Gastrotricha; c__Gastrotricha; o__Chaetonotida; f__Chaetonotida; g__Chaetonotida; s__Heterolepidoderma_sp.
JN388604.1.1368	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Alteromonadaceae; g__Alteromonas; s__Alteromonas_sp.
AF549404.1.1335	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Pasteurellaceae; g__Histophilus; s__Histophilus_somni
AB004724.1.1410	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micrococcales; f__Microbacteriaceae; g__Microbacterium; s__Microbacterium_ketosireducens
JN208917.1.1487	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__Pseudomonas_sp.
JN227878.1.1448	d__Archaea; p__Halobacterota; c__Halobacteria; o__Halobacterales; f__Halobacteriaceae; g__Halarchaeum; s__Halarchaeum_solikamskense
KY634474.1.1496	d__Bacteria; p__Firmicutes; c__Bacilli; o__Brevibacillales; f__Brevibacillaceae; g__Brevibacillus; s__Brevibacillus_sp.
KY922157.1.1745	d__Eukaryota; p__Arthropoda; c__Arachnida; o__Acari; f__Acari; g__Acari; s__Acomatacarus_arizonensis
JN377661.1.1378	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingomonas; s__Sphingomonas_kwangyangensis
HL282870.1.1327	d__Bacteria; p__Actinobacteriota; c__Coriobacteriia; o__Coriobacteriales; f__Atopobiaceae; g__Olsenella; s__unidentified
JN409452.1.1422	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus; s__Bacillus_subtilis
AF530137.1.1395	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__Maribacter; s__Zobellia_sp.
JN571046.1.1276	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Streptomycetales; f__Streptomycetaceae; g__Streptomyces; s__Streptomycetaceae_bacterium
KF159023.1.1819	d__Eukaryota; p__Gastrotricha; c__Gastrotricha; o__Chaetonotida; f__Chaetonotida; g__Chaetonotida; s__Halichaetonotus_schromi
KY623381.1.1437	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__Pseudomonas_sp.
AY870336.1.1634	d__Eukaryota; p__Labyrinthulomycetes; c__Labyrinthulomycetes; o__Labyrinthulomycetes; f__Thraustochytriaceae; g__Sicyoidochytrium; s__Thraustochytriidae_sp.
JN251774.1.1361	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Enterobacteriaceae; g__Citrobacter; s__Citrobacter_sp.
JN387603.1.1419	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Streptomycetales; f__Streptomycetaceae; g__Streptomyces; s__Streptomyces_sp.
JN120178.1.1426	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus; s__Bacillus_sp.
JN118552.1.1427	d__Bacteria; p__Campylobacterota; c__Campylobacteria; o__Campylobacterales; f__Arcobacteraceae; g__Malaciobacter; s__Malaciobacter_pacificus
GU359049.1.1804	d__Eukaryota; p__Phragmoplastophyta; c__Embryophyta; o__Lamiales; f__Lamiales; g__Lindernia; s__Lindernia_crustacea
KY623370.1.1446	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Yersiniaceae; g__Serratia; s__Serratia_sp.
JN049476.1.1446	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micromonosporales; f__Micromonosporaceae; g__Micromonospora; s__actinobacterium_ZXY027
JN377790.1.1483	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus; s__Bacillus_thuringiensis
LC081128.1.1794	d__Eukaryota; p__Scalidophora; c__Kinorhyncha; o__Homalorhagida; f__Homalorhagida; g__Homalorhagida; s__Pycnophyes_ponticus
KY623365.1.1429	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micrococcales; f__Microbacteriaceae; g__Microbacterium; s__Microbacterium_sp.
JN254644.1.1400	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Enterobacteriaceae; g__Cronobacter; s__Cronobacter_sakazakii
MF034626.1.3295	d__Eukaryota; p__Chlorophyta; c__Ulvophyceae; o__Ulvales; f__Ulvales; g__Pseudendoclonium; s__Pseudendoclonium_commune
JN411359.1.1363	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Stenotrophomonas; s__Stenotrophomonas_sp.
AF550588.1.1425	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Shewanellaceae; g__Shewanella; s__Shewanella_sp.
AY958085.147486.148980	d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Chloroplast; f__Chloroplast; g__Chloroplast; s__Staurastrum_punctulatum
JQ868786.1.1667	d__Eukaryota; p__Ciliophora; c__Intramacronucleata; o__Conthreep; f__Oligohymenophorea; g__Frontonia; s__Frontonia_sp.
HL196863.5160.6942	d__Eukaryota; p__Labyrinthulomycetes; c__Labyrinthulomycetes; o__Labyrinthulomycetes; f__Thraustochytriaceae; g__Thraustochytrium; s__unidentified
EF690269.1.1762	d__Eukaryota; p__Florideophycidae; c__Rhodymeniophycidae; o__Rhodymeniophycidae; f__Rhodymeniophycidae; g__Chrysymenia; s__Chrysymenia_enteromorpha
JQ798599.1.1715	d__Eukaryota; p__Gastrotricha; c__Gastrotricha; o__Chaetonotida; f__Chaetonotida; g__Chaetonotida; s__Halichaetonotus_paradoxus
JN411290.1.1348	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus; s__Bacillus_megaterium
JN180855.1.1421	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Streptomycetales; f__Streptomycetaceae; g__Streptomyces; s__Streptomyces_sp.
